order_id,order_date,phone_brand,phone_model,quantity,price_per_unit,total_price,payment_method,store_location
068a56df-1dbc-4782-ad38-639755b68cd9,2023-11-08,Apple,iPhone 13,3,14999000,44997000,Cash,Bandung
48b3ff43-42bc-42ff-9335-ea14e0c5cd70,2024-05-21,Apple,iPhone 13,2,14999000,29998000,Cash,Bandung
a8027d7e-a92b-46d1-aba1-5c8dadfd7cd2,2024-05-26,Apple,iPhone 11,1,10999000,10999000,Cash,Semarang
0574cff3-378e-49b0-8f04-7548207738fe,2023-11-24,Oppo,Reno 7,1,7499000,7499000,Debit Card,Medan
2e26e0b1-0d3d-4673-9ebd-a5a0bbd274be,2023-11-16,Apple,iPhone XS,3,13999000,41997000,Debit Card,Jakarta
430860d0-522e-42cf-8619-f095584d9dc8,2024-06-13,Apple,iPhone XS,2,13999000,27998000,Credit Card,Bandung
3a322181-3528-4734-994b-016c206aa62b,2023-12-17,Xiaomi,Redmi Note 9,1,3999000,3999000,E-Wallet,Bandung
c28baff4-3927-48af-a75a-61aa969c6e9c,2024-05-09,Xiaomi,Poco X3 Pro,3,4499000,13497000,Debit Card,Jakarta
67cfa51d-901b-42fa-b558-be19266a7cdb,2024-05-09,Xiaomi,Poco X3 Pro,2,4499000,8998000,E-Wallet,Makassar
13e1a2d4-abd7-49f1-b60d-0de4982fd296,2024-01-19,Samsung,Galaxy A42,3,7499000,22497000,Cash,Pontianak
6ef597df-bbf2-4e72-a5f3-fed7f3c683c5,2023-12-13,Huawei,P30,3,8999000,26997000,Cash,Surabaya
aa93bd7a-138a-4349-8324-34be5565d9b1,2023-12-03,Xiaomi,Redmi Note 11,1,4999000,4999000,Debit Card,Semarang
8636b549-584e-4467-8513-c9fae5c72d17,2024-10-09,Samsung,Galaxy A72,3,8999000,26997000,Debit Card,Jakarta
7f5b6701-d44d-4671-95dc-93ed2bf778fb,2024-04-04,Apple,iPhone 11,1,10999000,10999000,Debit Card,Jakarta
dedbc650-47ec-4457-9f28-71bb180e7269,2023-11-05,Apple,iPhone XS,2,13999000,27998000,Cash,Jakarta
6751213f-1a12-432b-b3d1-e3a936bf080d,2024-01-01,Samsung,Galaxy M31,3,4999000,14997000,Credit Card,Medan
f98216b9-fb28-4d4f-8f03-3641e2629418,2023-11-04,Apple,iPhone XR,2,9999000,19998000,E-Wallet,Batam
745080fe-ba39-4494-9ed9-b26623cd89da,2024-04-16,Xiaomi,Redmi Note 12,3,5999000,17997000,E-Wallet,Jakarta
4e23bec2-c625-4210-8506-f7e583c645ed,2023-10-24,Apple,iPhone XS,3,13999000,41997000,E-Wallet,Jakarta
6d59523b-76a7-437b-9a65-54f0401fe1be,2024-01-02,Xiaomi,Poco X3 Pro,2,4499000,8998000,Cash,Jakarta
7636e61a-7a52-4bd4-8d67-6f89ea3bc7c8,2024-06-14,Samsung,Galaxy M21,1,5999000,5999000,E-Wallet,Tangerang
08ca9d3c-ef6d-454c-9f46-264d2e150717,2024-06-18,Apple,iPhone 11,3,10999000,32997000,Cash,Jakarta
a4b436e2-a55b-411d-aa62-f3f6432dba26,2024-09-21,Samsung,Galaxy M21,3,5999000,17997000,Debit Card,Bogor
5cc8d862-b010-485f-ae2e-a944197c9e82,2023-12-12,Oppo,A53,1,4999000,4999000,E-Wallet,Jakarta
39049f68-cd6a-4586-a7d8-88ce11152fba,2024-05-09,Xiaomi,Mi 10,1,9999000,9999000,Debit Card,Bandung
450a23d1-0819-4454-b106-9ce53cf67883,2024-08-03,Apple,iPhone 12,2,12999000,25998000,Credit Card,Surabaya
655480b2-95d5-4052-b340-fe0522f75c2b,2023-12-21,Samsung,Galaxy M31,3,4999000,14997000,Credit Card,Balikpapan
a7b16a06-30a1-455c-96ec-17bbe35f50b5,2024-09-15,Vivo,Y20,1,4499000,4499000,Credit Card,Bandung
45bd8895-691b-4d2a-a5ef-c3d11072de3a,2023-11-16,Apple,iPhone 13,2,14999000,29998000,Credit Card,Bandung
bb10cea5-a3fe-4e00-b805-5395c534bc78,2023-10-14,Vivo,V21,2,6499000,12998000,Cash,Tangerang
ed8e1d0c-4bf2-4e2d-a7d0-4c33ac198d29,2024-02-22,Xiaomi,Redmi Note 11,1,4999000,4999000,E-Wallet,Bandung
ecdeb8ba-46cc-4373-a497-f4b72d54684c,2024-09-16,Vivo,Y20,1,4499000,4499000,E-Wallet,Bandung
0def01ee-216d-45bb-98c4-3f90a2abe6b4,2023-10-20,Apple,iPhone 11,2,10999000,21998000,Debit Card,Jakarta
2fb24f40-9a06-431c-ad13-8cf85d0fb78b,2024-09-28,Xiaomi,Redmi Note 12,2,5999000,11998000,Credit Card,Surabaya
38ac8385-d8e7-4518-82c9-469eb58cca38,2023-12-18,Xiaomi,Redmi Note 9,3,3999000,11997000,Credit Card,Surabaya
58625350-74c3-42ac-9725-942364b7d23e,2023-12-10,Apple,iPhone XS,1,13999000,13999000,Credit Card,Bekasi
1e0effc3-2d51-4696-9403-3ef801801c5e,2023-11-06,Samsung,Galaxy S22,3,12999000,38997000,Cash,Surabaya
0220244f-b3c6-4ce1-8e1e-351d3c48221f,2024-05-17,Xiaomi,Redmi Note 10,3,3499000,10497000,E-Wallet,Jakarta
893a5c20-1928-4708-a433-cebce7ec2381,2023-10-14,Samsung,Galaxy A72,2,8999000,17998000,Credit Card,Bandung
e8e4019e-1aa6-4973-bf1e-0702c749508b,2024-09-18,Vivo,X50,1,9999000,9999000,Cash,Bandung
2d8e2cc2-333e-4666-b7c9-c1ffe92d343b,2024-03-08,Samsung,Galaxy A72,2,8999000,17998000,Cash,Bogor
ff634b4a-c904-4905-9942-0f281af50f11,2023-12-02,Apple,iPhone SE (2020),2,7499000,14998000,Credit Card,Surabaya
fb6fb41b-1d1a-4fee-ae73-f0137f83f297,2024-10-01,Xiaomi,Redmi Note 11,3,4999000,14997000,Cash,Bandung
870ba1c3-226f-411c-b852-0a08222947ee,2024-07-01,Realme,C15,1,4499000,4499000,Credit Card,Jakarta
b80e40f7-b3ba-4362-8239-c59f9054bed7,2024-05-31,Apple,iPhone 11,1,10999000,10999000,Cash,Medan
dd1340b6-17fb-4930-803c-137d0dac07a2,2024-01-24,Samsung,Galaxy A12,2,4499000,8998000,Cash,Bandung
cf4b9434-09f0-4c03-9d1f-bd5d7322aa16,2024-08-31,Xiaomi,Mi 10,1,9999000,9999000,E-Wallet,Bandung
9dbb8f26-3b73-40cc-9cb3-c60e2e3d75e8,2024-07-17,Samsung,Galaxy A42,2,7499000,14998000,E-Wallet,Surabaya
54fcd383-35f2-4437-b5df-46435f32eded,2024-09-03,Oppo,Reno 7,2,7499000,14998000,E-Wallet,Surabaya
241de3fd-5bbc-426b-ae9f-077acf4633f6,2024-01-18,Xiaomi,Redmi Note 12,1,5999000,5999000,Credit Card,Medan
63c5b9d7-f9ce-40fd-a302-d3f2fcd2248b,2024-06-24,Samsung,Galaxy A42,1,7499000,7499000,Debit Card,Jakarta
bf7c91c1-e9db-454f-a1de-d7b525167d87,2024-07-20,Samsung,Galaxy S22,3,12999000,38997000,Cash,Depok
ff794b0b-c908-4226-b9bf-f9ff89e6c73e,2024-01-01,Apple,iPhone SE (2020),1,7499000,7499000,E-Wallet,Jakarta
13db4a69-90cf-4b9d-b453-4f404d284ddf,2024-01-28,Xiaomi,Poco X3 Pro,2,4499000,8998000,Debit Card,Jakarta
a61d8f7d-e75b-4ebc-a3f4-968bd6a7f742,2023-11-30,Apple,iPhone 13,3,14999000,44997000,Debit Card,Jakarta
ede17131-7bd1-483b-9c69-43193b994aa9,2023-12-26,Apple,iPhone 12,2,12999000,25998000,E-Wallet,Medan
f2a37031-2ba3-485a-b10e-601aef9fa7cb,2024-08-23,Xiaomi,Poco X3 Pro,1,4499000,4499000,Debit Card,Bandung
02405047-88ae-4a01-be9b-5c4154e4931b,2024-05-03,Xiaomi,Redmi Note 9,1,3999000,3999000,Cash,Jakarta
1c56330f-10a7-41e3-b0ce-77d6096317f8,2024-09-28,Realme,C12,2,3999000,7998000,E-Wallet,Makassar
e6212647-613c-4b47-bee4-2595653d06ff,2024-04-09,Xiaomi,Redmi 9A,3,3999000,11997000,Credit Card,Jakarta
00a30ace-68bd-4fab-a84d-0333e8bf6d17,2024-06-02,Xiaomi,Redmi 9A,1,3999000,3999000,Credit Card,Surabaya
82c1b5d0-07c3-4499-af70-cd7c306d343a,2024-07-20,Xiaomi,Redmi 9A,1,3999000,3999000,Credit Card,Jakarta
e5e91a78-0e66-4770-bbd7-45c575ac8977,2024-04-20,Samsung,Galaxy A32,3,6999000,20997000,Cash,Surabaya
eaf3b0fb-5508-423e-b44f-92cdcdd6c61f,2024-04-22,Xiaomi,Redmi Note 12,2,5999000,11998000,E-Wallet,Yogyakarta
5e8b6621-07a8-4a5a-bdb1-01f4b2d9be98,2024-07-26,Apple,iPhone XS,2,13999000,27998000,E-Wallet,Jakarta
db1682b4-865d-46e5-8de4-7f198fe0135a,2023-10-11,Xiaomi,Redmi Note 11,1,4999000,4999000,Credit Card,Bandung
7952e7fb-6616-42c5-a4c4-63e4f866ea0f,2023-10-25,Apple,iPhone XR,3,9999000,29997000,Credit Card,Medan
120aed61-8ade-4d9b-8e2c-f94c5955bfd4,2024-07-15,Infinix,Hot 30 5G,1,5999000,5999000,Debit Card,Jakarta
0fc18821-a95a-4e2d-803c-960874fb74ff,2024-01-27,Xiaomi,Redmi 9A,3,3999000,11997000,Debit Card,Surabaya
35637f84-00d7-43a8-9317-5718a161c99b,2023-11-21,Apple,iPhone 11,2,10999000,21998000,Debit Card,Bandung
fd8afb0d-f09f-4424-b102-f34691fb905c,2024-08-16,Samsung,Galaxy A72,3,8999000,26997000,E-Wallet,Jakarta
77898994-db4e-49aa-9e56-8c4b5460da2c,2024-02-08,Apple,iPhone XR,2,9999000,19998000,E-Wallet,Surabaya
59d090ed-8c6e-433b-8e1c-79312f577e43,2024-01-12,Apple,iPhone 13,2,14999000,29998000,Debit Card,Medan
cc68bb62-d791-4530-8663-3ff46a8df84a,2024-02-24,Apple,iPhone XS,1,13999000,13999000,Cash,Semarang
ac828cf8-61d6-4396-8114-191214ddebbd,2024-01-20,Xiaomi,Mi 10,3,9999000,29997000,Cash,Medan
def384a1-c00d-4ac4-be83-fc65d463ab4d,2024-08-06,Apple,iPhone 12,3,12999000,38997000,E-Wallet,Makassar
28b0d607-ebda-4e32-b66b-32a00a0512c2,2023-12-10,Xiaomi,Poco X3 Pro,1,4499000,4499000,Cash,Jakarta
982920c1-358e-4e03-9e5e-c9dbc787bd52,2023-10-13,Huawei,P30,1,8999000,8999000,Cash,Jakarta
5cf99168-2481-40bc-abb4-5d1ba9fc0c37,2024-08-23,Huawei,Mate 40,1,10499000,10499000,Credit Card,Tangerang
248a9dac-79fa-4926-925e-ea82e7a65498,2024-08-10,Oppo,A53,2,4999000,9998000,Debit Card,Medan
2e1fc0c8-e3bd-4c0c-9697-06808c4d5a14,2024-07-25,Apple,iPhone SE (2020),1,7499000,7499000,Cash,Depok
4bb36c82-d225-4f8d-801a-e9aec454bb90,2024-04-03,Xiaomi,Poco X3 Pro,1,4499000,4499000,Cash,Surabaya
39709067-ee6b-4f91-9955-7a5f59040834,2024-09-28,Samsung,Galaxy A72,3,8999000,26997000,E-Wallet,Makassar
5e1d4c40-35b9-47c1-b350-538c119e8583,2024-07-02,Apple,iPhone XS,1,13999000,13999000,Debit Card,Jakarta
9cc145f1-5276-4198-a813-1921e3ef0d25,2023-10-23,Apple,iPhone XR,3,9999000,29997000,Debit Card,Jakarta
d1cbb077-40cf-4519-9c1f-9f1bf20463f9,2024-07-06,Xiaomi,Redmi 9A,1,3999000,3999000,Cash,Palembang
4ad4bfe6-582e-4482-83eb-12bb1a8ee311,2023-12-20,Realme,C11,1,3499000,3499000,Credit Card,Jakarta
e048f784-a018-4888-a7e8-c38e0843b7b1,2024-07-07,Xiaomi,Redmi 9A,2,3999000,7998000,Credit Card,Surabaya
e1dec07a-636a-4ebb-95ee-cbad172fe2a1,2024-01-26,Xiaomi,Poco X3 Pro,2,4499000,8998000,Credit Card,Bandung
818d53dc-3a1b-457b-8760-8487446f2f2c,2024-06-12,Xiaomi,Poco X3 Pro,1,4499000,4499000,Debit Card,Surabaya
0f958eb1-aada-40fc-b138-8b3858d7c510,2024-07-18,Xiaomi,Redmi Note 9,1,3999000,3999000,Credit Card,Jakarta
8fb0153e-b5cd-4711-a61d-bfeb6c7e1b71,2024-05-22,Xiaomi,Mi 11,3,8999000,26997000,E-Wallet,Pontianak
027d119a-56de-4743-beaa-799901c40a6a,2024-05-15,Oppo,Reno 7,2,7499000,14998000,E-Wallet,Surabaya
c6e30f7b-9e88-43b6-be3a-4d36e54ccead,2024-08-19,Apple,iPhone SE (2020),3,7499000,22497000,Debit Card,Pekanbaru
194d5aef-1ccf-4927-9fae-155fc6e29a37,2024-07-21,Xiaomi,Mi 11,2,8999000,17998000,E-Wallet,Jakarta
23a20ba5-53ee-40a4-b061-88965b237707,2024-07-18,Oppo,A15,1,5999000,5999000,E-Wallet,Depok
31c4258b-cae9-48d6-8bd7-bf28e0448ac0,2024-05-10,Samsung,Galaxy M31,2,4999000,9998000,Debit Card,Bandung
8df83a9c-b371-4731-90e5-cbf833acbf75,2024-07-27,Xiaomi,Redmi Note 11,1,4999000,4999000,Credit Card,Bogor
5920ccb2-9217-4215-838a-f3f021f3948f,2024-03-22,Samsung,Galaxy A12,2,4499000,8998000,Credit Card,Jakarta
da7fd11e-e1d3-448d-b378-a9d3a553d7c4,2024-09-19,Samsung,Galaxy M31,3,4999000,14997000,E-Wallet,Bandung
f3906038-a633-4c57-b7c0-0339d3641783,2024-10-01,Samsung,Galaxy M31,3,4999000,14997000,Debit Card,Surabaya
a90f40fb-4dbf-4a84-9d5e-fcc61d9b99ec,2024-06-23,Apple,iPhone SE (2020),2,7499000,14998000,Cash,Semarang
ed105766-8dfd-4094-b396-98aaa1cfd040,2024-07-01,Vivo,Y12,1,3999000,3999000,Credit Card,Bandung
5ceb25ee-1166-4ea5-9920-3208e803c4d2,2023-12-23,Apple,iPhone XS,2,13999000,27998000,Credit Card,Surabaya
dbf814fb-f8c2-4599-9ba4-db05706a7b27,2024-06-08,Xiaomi,Mi 10,2,9999000,19998000,Debit Card,Batam
a15ae7b3-1f0d-4af7-9526-7c2f3b4749ac,2023-12-30,Apple,iPhone SE (2020),2,7499000,14998000,E-Wallet,Pekanbaru
6c0acaa6-5971-4dc8-9cb3-8af4550038f5,2024-04-30,Realme,C12,1,3999000,3999000,Credit Card,Bandung
ec9f0c3c-1caf-44fb-8d0a-fabb2be40426,2023-12-17,Apple,iPhone XR,3,9999000,29997000,E-Wallet,Surabaya
c6d5379d-afc3-49f3-9ec3-be49ae44fd46,2024-09-04,Apple,iPhone XR,2,9999000,19998000,Debit Card,Medan
262f4eff-99ba-4762-8520-ae4523686dd5,2024-02-23,Samsung,Galaxy A52,1,6499000,6499000,E-Wallet,Depok
38ed9114-2f96-4a55-8d9f-8fbb80a6c6c7,2024-05-07,Xiaomi,Redmi Note 11,2,4999000,9998000,E-Wallet,Banjarmasin
df545849-f060-4b9c-b091-1eb447a783e0,2024-06-30,Realme,C11,1,3499000,3499000,E-Wallet,Bandung
94ce5748-6694-4e23-9921-976c05ed1643,2024-04-03,Samsung,Galaxy A52s,2,7999000,15998000,Credit Card,Bekasi
1489d5e7-6ee7-4f67-87fc-7f79beb903b0,2023-11-07,Xiaomi,Redmi Note 12,1,5999000,5999000,Cash,Jakarta
43a5252a-099b-41a2-aa21-09d90f7a5525,2024-02-09,Apple,iPhone XS,3,13999000,41997000,Credit Card,Makassar
226b7e6e-8b5c-4cd0-be44-567ae972112f,2024-01-21,Samsung,Galaxy A12,3,4499000,13497000,Credit Card,Tangerang
85c9d4bc-7bc9-4b64-acad-d60745e506f7,2024-01-26,Apple,iPhone 12,3,12999000,38997000,E-Wallet,Denpasar
8a047191-fffa-47cc-9910-1c63caaedba7,2024-03-27,Xiaomi,Redmi Note 11,3,4999000,14997000,E-Wallet,Jakarta
ff307ad8-5d7e-4a82-8cfd-68c168f14079,2024-09-16,Samsung,Galaxy A12,3,4499000,13497000,Credit Card,Surabaya
5b008289-a4a1-4ceb-8a90-de9bb8b75b80,2023-10-15,Xiaomi,Mi 10,3,9999000,29997000,Debit Card,Jakarta
1f9b2dcb-5ba4-4867-b29e-d0dc01482056,2024-08-04,Xiaomi,Redmi Note 9,3,3999000,11997000,Cash,Surabaya
1c03ab4e-f1a9-476a-a5ef-9a616b9667bb,2024-05-10,Apple,iPhone 11,3,10999000,32997000,Cash,Medan
73f07ad0-21cf-4061-a470-1663d6745273,2024-07-02,Apple,iPhone 12,1,12999000,12999000,Debit Card,Bandung
051c45b2-1aa0-4398-9541-007f92168be5,2024-08-12,Samsung,Galaxy A12,3,4499000,13497000,Debit Card,Jakarta
8cc717cb-16ed-4188-9a42-3ffdd6c88c14,2024-07-26,Infinix,Note 40 Pro+ Racing Edition,1,12999000,12999000,E-Wallet,Bandung
eb5eb687-936a-41b6-963a-e356c8eb9eb1,2024-08-27,Samsung,Galaxy A32,3,6999000,20997000,Debit Card,Pekanbaru
0e6e4234-98a0-4aec-9cad-a08e6917df8b,2024-02-12,Xiaomi,Poco X3 Pro,3,4499000,13497000,Cash,Jakarta
3630d3f9-2e63-4939-b933-4b0911c305d5,2023-11-10,Samsung,Galaxy A32,3,6999000,20997000,Credit Card,Jakarta
dd079a75-6489-4cbc-951d-de0e36a31c4d,2024-04-18,Xiaomi,Redmi Note 12,1,5999000,5999000,E-Wallet,Makassar
a41fe846-e5d3-4c78-bdc0-4c45ea95a592,2024-08-24,Vivo,Y20,1,4499000,4499000,Cash,Palembang
f05664b4-72bb-4035-85e3-0a7aac3ec0b0,2024-07-10,Asus,Zenfone 7,2,9999000,19998000,Cash,Bekasi
e56a1c20-5eaf-403e-a08e-a90b2bd39c90,2023-12-08,Huawei,P30,1,8999000,8999000,Cash,Jakarta
146bf0ea-2fc7-42a4-96d9-d7babcbdfd72,2023-10-11,Apple,iPhone XR,2,9999000,19998000,Debit Card,Surabaya
4f4826d8-a574-4a23-8cce-058ff54a22f4,2024-08-23,Samsung,Galaxy M31,3,4999000,14997000,E-Wallet,Medan
09629787-aa99-4171-9386-0c78ce366365,2024-01-15,Apple,iPhone SE (2020),1,7499000,7499000,E-Wallet,Jakarta
9d0d3c34-80b9-42de-a988-091d3dd7844c,2024-06-29,Xiaomi,Mi 10,2,9999000,19998000,Credit Card,Bandung
a35b4907-697b-4d49-9d97-64ac05e4936d,2024-01-05,Samsung,Galaxy M21,2,5999000,11998000,E-Wallet,Surabaya
564d3b8e-1717-455b-a70e-ce83d21b754b,2024-09-01,Vivo,V21,1,6499000,6499000,Debit Card,Surabaya
d8b45130-c8b0-409b-928e-77e8adafc15e,2023-12-28,Oppo,A15,1,5999000,5999000,Credit Card,Palembang
bd11b984-a383-40c6-9212-5a6ec165e952,2024-02-12,Xiaomi,Redmi Note 9,2,3999000,7998000,Credit Card,Surabaya
c20ff61b-4030-4a29-b7c6-9f02d8ab9dae,2024-02-12,Realme,C15,2,4499000,8998000,Debit Card,Bandung
2523ed86-0f96-4694-9d20-c6f5764c69c9,2024-02-04,Xiaomi,Redmi Note 12,3,5999000,17997000,E-Wallet,Medan
73817f68-6712-4d1b-b4dd-da49ce1903f1,2023-11-25,Xiaomi,Mi 10,2,9999000,19998000,Cash,Jakarta
5c5c6f24-c13f-4920-aed9-15e64ed528af,2024-06-28,Samsung,Galaxy S22,3,12999000,38997000,E-Wallet,Medan
147dfbe1-533c-44f0-87fe-9af510a23033,2024-04-17,Xiaomi,Redmi 9A,2,3999000,7998000,Cash,Depok
742918f8-c7e3-4921-a466-bcbeabac301d,2024-01-30,Xiaomi,Redmi Note 11,3,4999000,14997000,E-Wallet,Medan
ee754c53-b364-48a0-9a0c-feba22601db6,2024-01-23,Xiaomi,Redmi Note 10,2,3499000,6998000,E-Wallet,Jakarta
1182e78e-0d86-491c-b316-c2d035b34cbe,2023-12-20,Huawei,P30,2,8999000,17998000,Debit Card,Bandung
8b748e9e-187d-4b00-82ee-6cf9a5410099,2023-11-28,Realme,C11,1,3499000,3499000,Credit Card,Medan
f395e679-ae8d-4517-accc-85f8454de98c,2023-12-26,Samsung,Galaxy A72,3,8999000,26997000,Cash,Malang
48f56078-ec90-4052-aea2-9e1197097098,2024-04-25,Samsung,Galaxy A42,2,7499000,14998000,Credit Card,Jakarta
9367829a-2aa7-40d7-b0bb-4d06c7333c69,2024-05-19,Xiaomi,Redmi Note 12,3,5999000,17997000,Debit Card,Jakarta
a8ffe629-0d75-4bd8-9b7b-d3703c356bcd,2024-04-26,Xiaomi,Redmi 9A,2,3999000,7998000,Debit Card,Jakarta
9e50b3f5-d76d-4214-a6ea-70d0e6c510d8,2024-04-18,Xiaomi,Redmi Note 10,1,3499000,3499000,Debit Card,Jakarta
4e6f107f-2287-4e6b-9a24-dde78d199386,2023-11-12,Xiaomi,Redmi Note 10,3,3499000,10497000,E-Wallet,Bekasi
6566fde1-2916-4ed8-8b9d-b8533d6bb8f7,2024-09-28,Apple,iPhone 12,1,12999000,12999000,Debit Card,Jakarta
6e6ae726-a9b6-4aae-a45d-8cb75d2fcaed,2023-12-12,Apple,iPhone XS,2,13999000,27998000,Credit Card,Bekasi
5fd90862-d993-4123-a221-ae47d44abd3a,2024-01-18,Oppo,A15,1,5999000,5999000,E-Wallet,Medan
57531542-ce3e-4ab6-96f7-67b5424295f9,2024-09-30,Apple,iPhone XR,2,9999000,19998000,E-Wallet,Batam
bd10fe45-46c9-46f5-9333-4587f7901b76,2024-01-04,Apple,iPhone 12,1,12999000,12999000,Credit Card,Surabaya
715a8792-e661-45fd-a1e4-97c391c86803,2024-03-18,Samsung,Galaxy A52,1,6499000,6499000,Debit Card,Surabaya
ae7107d7-be72-4a39-b961-df22ffdb1763,2024-02-19,Samsung,Galaxy A52s,1,7999000,7999000,Debit Card,Surabaya
83d33cf7-a55c-4848-bbfd-48bc012a3e68,2023-10-16,Xiaomi,Mi 10,2,9999000,19998000,Debit Card,Medan
833e2c13-4f17-4e6d-8da8-06284d41e124,2024-03-04,Xiaomi,Redmi Note 10,2,3499000,6998000,Cash,Bandung
d733947c-bae2-46f6-ae8f-a51b63d8e621,2024-05-11,Apple,iPhone SE (2020),3,7499000,22497000,E-Wallet,Surabaya
7f0304f5-26a8-41c0-8d3c-a63aa0161919,2024-05-16,Vivo,X50,1,9999000,9999000,E-Wallet,Bandung
ff700918-b5a4-4aa6-8d46-50f9fa927315,2023-10-24,Asus,Zenfone 7,3,9999000,29997000,E-Wallet,Jakarta
5d2d911c-1eaa-44bf-b931-047af3529f28,2023-11-29,Samsung,Galaxy A72,1,8999000,8999000,E-Wallet,Malang
31c9caf9-3eea-478b-8c7b-ad889bd2d3b4,2024-08-24,Apple,iPhone XR,2,9999000,19998000,Cash,Semarang
3eec5f6b-3c66-43f2-97b8-572ea172c5dc,2024-05-29,Xiaomi,Redmi Note 10,1,3499000,3499000,Cash,Bandung
556c9ecb-db1b-47ea-9726-5103a5514968,2023-11-22,Xiaomi,Redmi Note 11,2,4999000,9998000,Credit Card,Surabaya
4483d978-5d8b-40ec-ba19-294e6cda1e21,2024-01-02,Samsung,Galaxy M21,3,5999000,17997000,E-Wallet,Depok
b292a71b-c6bf-4c10-89f5-7a5ce6d80393,2024-08-20,Vivo,V21,3,6499000,19497000,Credit Card,Bandung
1ee5c1e7-2a4c-4f2b-977d-851921b57771,2023-10-18,Xiaomi,Redmi Note 9,1,3999000,3999000,Debit Card,Jakarta
59bd0ac0-fb20-4f14-b178-597821db93b6,2024-06-30,Xiaomi,Mi 10,2,9999000,19998000,Credit Card,Jakarta
796231d2-32c9-4859-bac0-c74016752c5f,2024-04-20,Xiaomi,Redmi Note 11,2,4999000,9998000,Credit Card,Jakarta
c6961cd1-4778-4937-8832-e04462ff7f7e,2024-02-21,Xiaomi,Redmi Note 9,1,3999000,3999000,Credit Card,Surabaya
5cf6e195-752f-42c0-844e-d677981f5136,2024-03-22,Huawei,P30,1,8999000,8999000,Debit Card,Jakarta
ac953f61-cf4e-447e-b892-11592c492474,2024-10-04,Samsung,Galaxy M21,1,5999000,5999000,Debit Card,Medan
1f99e7c8-de1d-445c-9e6c-b8ee92d65959,2024-09-21,Apple,iPhone XR,1,9999000,9999000,Credit Card,Medan
e8e67dd6-e99c-43b7-bec8-373df3d14331,2024-10-08,Oppo,A15,1,5999000,5999000,Cash,Jakarta
6a56a64d-e5ff-43dc-b3a3-ea93c52a448d,2024-08-27,Xiaomi,Redmi Note 10,2,3499000,6998000,E-Wallet,Surabaya
f7460811-c983-44c5-963a-552734ba7fd4,2024-05-27,Apple,iPhone XS,1,13999000,13999000,Cash,Jakarta
2e43cf8e-aad5-40ee-8f71-b686712c5e5b,2024-03-11,Apple,iPhone 11,2,10999000,21998000,Debit Card,Jakarta
48ea0fb4-8fd6-49e9-aece-bee926ceb83f,2024-07-07,Samsung,Galaxy A72,2,8999000,17998000,E-Wallet,Manado
cab1a5af-3123-4734-aebb-4884b09276ac,2024-02-29,Apple,iPhone SE (2020),2,7499000,14998000,Cash,Jakarta
34fb4c91-a7e1-4bb7-89c5-8ac9e03fb674,2024-07-09,Apple,iPhone XR,2,9999000,19998000,Debit Card,Jakarta
c800436a-971e-4f12-b809-6d5b6ef0e4c0,2024-01-07,Xiaomi,Redmi Note 11,3,4999000,14997000,Credit Card,Bekasi
b3b4901f-64c5-4b4d-9b05-c43054eb86ba,2023-10-16,Asus,Zenfone 8,2,10999000,21998000,Debit Card,Jakarta
837804be-8531-4c75-94d5-6f4b9d7962a0,2024-07-29,Xiaomi,Mi 11,2,8999000,17998000,Cash,Jakarta
76ea442b-3509-4691-949d-09f3bdeece29,2024-03-25,Apple,iPhone 12,1,12999000,12999000,Debit Card,Makassar
7aa7d315-84ae-46b1-965d-bd30300a0ea4,2024-07-21,Apple,iPhone 11,2,10999000,21998000,Credit Card,Jakarta
bcfa8849-cace-4f09-8c6f-1bbfe10c05e6,2024-03-05,Xiaomi,Redmi Note 9,1,3999000,3999000,Debit Card,Jakarta
b6e402dd-796f-4c80-bb17-6fa053728359,2024-07-26,Samsung,Galaxy A52s,1,7999000,7999000,Credit Card,Bogor
c672f683-1387-4a36-b4f4-e77ac0cb61cd,2024-02-24,Xiaomi,Redmi Note 10,3,3499000,10497000,Debit Card,Jakarta
dec38e0f-fb29-4b53-896e-9d7b134fe0a0,2024-01-07,Apple,iPhone 11,3,10999000,32997000,Debit Card,Jakarta
c0310707-be0c-4672-ba8c-c2e1f8dc9af8,2024-08-05,Xiaomi,Redmi Note 10,2,3499000,6998000,E-Wallet,Surabaya
3426f8ad-bc27-4f8a-b731-14dba1e6cb4c,2024-02-23,Apple,iPhone 13,2,14999000,29998000,Cash,Semarang
1a1ebb3c-b245-4f33-968f-2399aa9dd36e,2024-02-27,Xiaomi,Redmi 9A,2,3999000,7998000,Debit Card,Medan
dce90e2b-9c14-4118-bb0d-a92847fd0dcb,2024-01-14,Xiaomi,Redmi Note 9,2,3999000,7998000,Credit Card,Jakarta
f950023c-cf60-44fc-8617-cef9b68e4207,2024-03-18,Apple,iPhone 11,3,10999000,32997000,Cash,Medan
23a41224-9bf7-4991-ad3f-8d0b2b32b80a,2024-06-02,Samsung,Galaxy M21,3,5999000,17997000,E-Wallet,Bandung
38c479e9-17c2-4398-8b2b-05549810b387,2024-01-13,Asus,Zenfone 7,1,9999000,9999000,Cash,Bekasi
5a0e19da-28df-4171-b172-78c8219fb5a4,2023-11-17,Samsung,Galaxy M31,3,4999000,14997000,E-Wallet,Jakarta
7125f2fd-bbf3-48a9-9f85-d49a156da588,2023-11-06,Vivo,V21,1,6499000,6499000,Cash,Bandung
